Name,Address,City,Zipcode,Average Review Score,Total Review Count,Latitude,Longitude
Livbnb Suites - 3BR in Paramount Tower with Canal View,"Dubai, ARE",Dubai,None,6.5,2,25.186432,55.292059
Fresh 2BR Apartment at Park Central Business Bay by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,6.5,2,25.17897,55.271086
One bed in Plazzo Heights JVC Dubai,"Dubai, ARE",Dubai,None,6.5,2,25.065024,55.208552
Dar Vacation - Stylish 2BR Apartment in Business Bay,"Dubai, ARE",Dubai,None,6.5,2,25.188813,55.281937
Two Bedroom Apartment with Canal View in Majestic Tower By Bhavan Vacation Homes,"Dubai, ARE",Dubai,None,6.5,2,25.18443,55.281221
The Smart Concierge - Waves by Kasco,"Dubai, ARE",Dubai,None,6.5,2,25.183592,55.28402
JBR The Walk Sadaf Suites - Fully Upgraded By Livbnb,"Dubai, ARE",Dubai,None,6.5,2,25.080327,55.137308
ANW 1BR Apartment at Elite Downtown Residence 1 Dubai,"Dubai, ARE",Dubai,None,6.5,2,25.18608,55.278338
"Spacious Seaview Studio in Palm Views, Palm Jumeirah","Dubai, ARE",Dubai,None,6.5,2,25.115574,55.13514
Primestay - Binghatti Canal Studio in Business Bay,"Dubai, ARE",Dubai,None,6.5,2,25.186108,55.28619
"Primestay - Downtown Views 1BR, Downtown Dubai","Dubai, ARE",Dubai,None,6.5,2,25.200955,55.280861
Stellar Holiday Homes - Damac Majestine Business Bay,"Dubai, ARE",Dubai,None,6.5,2,25.186457,55.282055
The Smart Concierge - Vida Residence The Hills,"Dubai, ARE",Dubai,None,6.5,2,25.079848,55.157018
1B/R APT in Sports City low price,"Dubai, ARE",Dubai,None,6.5,2,25.040423,55.222963
Stella Stays Brilliant 4 BDR Palm Villa Beach Private Pool,"Dubai, ARE",Dubai,None,6.5,2,25.122027,55.139934
Urban Studio at The Square Tower Jumeirah Village Circle by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,6.5,2,25.046534,55.20609
Stunning Duplex Studio in JLT,"Dubai, ARE",Dubai,None,6.5,2,25.078009,55.15111
LUXFolio Retreats - Experience Luxury Living,"Dubai, ARE",Dubai,None,6.5,2,25.191847,55.270026
New Arabian 1 Br Fote Downtown 210,"Dubai, ARE",Dubai,None,6.5,2,25.194766,55.26908
Frank Porter - Artesia Tower C,"Dubai, ARE",Dubai,None,6.5,2,25.019891,55.245198
ALH Vacay - Peaceful 2 Bedroom perfect for family,"Dubai, ARE",Dubai,None,6.5,2,25.226517,55.277369
"Elite LUX Holiday Homes - Sleek & Modern Luxurious Studio in JVC, Dubai","Dubai, ARE",Dubai,None,6.5,2,25.067117,55.203426
Pleasant Studio at Safir Tower 1 Business Bay by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,6.5,2,25.177288,55.270787
GuestReady - Golden hour in Dubai Marina,"Dubai, ARE",Dubai,None,6.5,2,25.071485,55.132115
STAY BY Latinem Luxury 1 BR Holiday Home CVR B3103 near Burj Khalifa,"Dubai, ARE",Dubai,None,7.7,4,25.179428,55.304569
Frank Porter - Damac Celestia,"Dubai, ARE",Dubai,None,6.5,2,24.948613,55.202921
Best Condo In Marina! Luxury Views And Activities,"Dubai, ARE",Dubai,None,6.5,2,25.086793,55.147551
One-Bedroom Piece of Peace in Dubai Marina - The Torch,"Dubai, ARE",Dubai,None,6.5,2,25.088051,55.147466
Radiant 1BR in Burj Royale - Downtown Dubai,"Dubai, ARE",Dubai,None,6.5,2,25.19168,55.280175
Key View - MAG 555,"Dubai, ARE",Dubai,None,6.5,2,24.950087,55.229854
Elegant Studio at DAMAC Privé Business Bay by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,6.5,2,25.184664,55.275256
New Arabian Burj Views 801,"Dubai, ARE",Dubai,None,6.5,2,25.190144,55.281229
花仙子,"Dubai, ARE",Dubai,None,6.5,2,25.140855,55.405636
Fresh Studio apt in a New Complex - Mirdif Hills Avenue,"Dubai, ARE",Dubai,None,6.5,2,25.223526,55.44084
GuestReady - Canal views from the sky,"Dubai, ARE",Dubai,None,6.5,2,25.183336,55.255924
Distinguished 1BR at Vera Tower Business Bay by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,6.5,2,25.18631,55.282567
Lovely 2BR APT Palm Jumeirah,"Dubai, ARE",Dubai,None,6.5,2,25.109929,55.14101
Frank Porter - The Lofts Central,"Dubai, ARE",Dubai,None,6.5,2,25.19686,55.269749
Frank Porter - Majestique Residence 2,"Dubai, ARE",Dubai,None,6.5,2,24.945337,55.209656
Dream Inn Apartments- Emaar Towers - Rega Al Buteen,"Dubai, ARE",Dubai,None,6.5,2,25.257724,55.324736
Bellavista - Graceful - 2 BR - 29 Boulevard - Fountain Views,"Dubai, ARE",Dubai,None,6.5,2,25.192011,55.272409
Frank Porter - Studio One,"Dubai, ARE",Dubai,None,6.5,2,25.069108,55.128984
Modern Urban 3 bedroom apartment Dubai Creek Harbour,"Dubai, ARE",Dubai,None,6.5,2,25.240132,55.327932
"DH58 - High end 1BR, Palm views in Damac Heights tower","Dubai, ARE",Dubai,None,6.5,2,25.08727,55.145624
Unique Fully Renovated 2BR+study on Marina,"Dubai, ARE",Dubai,None,6.5,2,25.08866,55.146897
Frank Porter - Damac Cour Jardin,"Dubai, ARE",Dubai,None,6,3,25.18772,55.267239
Dubai Marina - Spacious 1 Bedroom,"Dubai, ARE",Dubai,None,6,3,25.088254,55.147503
EasyGo - Al Samar 4 - 2 Bedroom & Maid,"Dubai, ARE",Dubai,None,6,3,25.092388,55.173189
Spacious Studio In Business Bay,"Dubai, ARE",Dubai,None,6,3,25.18772,55.267239
Bright and Cosy 2BRmaids with Sea View and Riva Beach Club Access,"Dubai, ARE",Dubai,None,6,3,25.113399,55.14238
Livbnb Suites - Exquisite Studio near Nakheel Mall,"Dubai, ARE",Dubai,None,6,3,25.112193,55.138635
Super Spacious Studio in the Heart of Business - Very Rare,"Dubai, ARE",Dubai,None,6,3,25.185424,55.280141
ALiving Elegant 1bedroom ACT 1 ACT 2 Downtown,"Dubai, ARE",Dubai,None,6,3,25.192315,55.271127
Silkhaus modern furnished studio in DIFC center with balcony,"Dubai, ARE",Dubai,None,6,3,25.211218,55.281696
Elegant 1BR in The Address Residences Dubai Marina by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,6,3,25.077413,55.140192
DALA MASTER Bedroom En-suite,"Sharjah, ARE",Sharjah,None,6,3,25.301934,55.373813
Stunning 3 Bedroom Apartment in JBR Address,"Dubai, ARE",Dubai,None,6,3,25.072586,55.126534
Spacious 1bdr - near Burj Khalifa - Downtown,"Dubai, ARE",Dubai,None,6,3,25.191024,55.282266
Upgraded studio close to Metro,"Dubai, ARE",Dubai,None,6,3,25.0325,55.151328
"Primestay - 15 Northside Studio, Business Bay","Dubai, ARE",Dubai,None,6,3,25.18667,55.286502
Silkhaus Dubai Hills Collective unique 2BR,"Dubai, ARE",Dubai,None,6.5,2,25.099502,55.243843
Frank Porter - Mon Reve,"Dubai, ARE",Dubai,None,6.5,2,25.194245,55.282724
Frank Porter - Rahaal 2,"Dubai, ARE",Dubai,None,5.6,5,25.135328,55.189352
Trophy - Casa de Vacaciones Suites,"Dubai, ARE",Dubai,None,5.6,5,25.179484,55.304437
Frank Porter - The Lofts East,"Dubai, ARE",Dubai,None,5.6,5,25.197567,55.269968
Rare Holiday Homes offer Exclusive Classy Studio Pool View in Botanica Tower JVC - R105,"Dubai, ARE",Dubai,None,5.6,5,25.060198,55.20935
Silkhaus Gorgeous Premium Tower in Downtown,"Dubai, ARE",Dubai,None,6,3,25.190372,55.27943
STAY BY LATINEM Luxury 1BR Holiday Home CV A107 near Burj Khalifa,"Dubai, ARE",Dubai,None,6,3,25.179308,55.305692
Dubai Town Jumeirah Beach Residence,"Dubai, ARE",Dubai,None,5.6,5,25.155675,55.202355
Charming 2BR at Rawda Parkview Town Square Dubailand by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,6,3,25.003073,55.292141
A COZY PEARL IN DUBAI,"Dubai, ARE",Dubai,None,6,3,25.06972,55.134222
Stylish Studio Apartment in JVC with Contemporary,"Dubai, ARE",Dubai,None,6,3,25.050758,55.205247
"Modern Suite in Wasl 1 Residence, East Tower","Dubai, ARE",Dubai,None,6,3,25.233809,55.294539
Amazing 1 Bedroom Apartment in Collective 2.0,"Dubai, ARE",Dubai,None,6,3,25.114424,55.24801
Upbeat 1BR at Marina Pinnacle Dubai Marina by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,6,3,25.088368,55.148258
Cozy Studio - Goldcrest Executives JLT - NLN,"Dubai, ARE",Dubai,None,6,3,25.068811,55.139049
Mima's House in the heart of Dubai Downtown,"Dubai, ARE",Dubai,None,6,3,25.189705,55.273591
Studio in JVC,"Dubai, ARE",Dubai,None,6,3,25.04857,55.206848
GLOBALSTAY. Scala Tower Retreat with Free Parking,"Dubai, ARE",Dubai,None,5.7,4,25.185108,55.285917
Business Bay - Spacious 1BR Apartment - Avanti - Keyrock HH,"Dubai, ARE",Dubai,None,5.7,4,25.177638,55.273719
Frank Porter - Bloom Tower A,"Dubai, ARE",Dubai,None,5.7,4,25.066471,55.202938
The Smart Concierge - Executive Tower,"Dubai, ARE",Dubai,None,5.7,4,25.190111,55.265228
Frank Porter - Royal Oceanic,"Dubai, ARE",Dubai,None,5.7,4,25.084331,55.141679
Phenomenal 1BR Burj Khalifa View at Boulevard Point,"Dubai, ARE",Dubai,None,5.7,4,25.193855,55.281392
Frank Porter - Pulse C2,"Dubai, ARE",Dubai,None,5.7,4,24.942176,55.221221
Himalaya Homes Marina 1Bedroom Apartment,"Dubai, ARE",Dubai,None,5.5,6,25.069928,55.135346
Stand Point Luxury living in Downtown Dubai,"Dubai, ARE",Dubai,None,5.7,4,25.194717,55.270296
The Hosteller,"Dubai, ARE",Dubai,None,6.1,7,25.268414,55.307586
Charming Partition Room in Barsha Heights Near ICM,"Dubai, ARE",Dubai,None,5.5,6,25.096111,55.178932
Phoenicia Grand Hotel,"Dubai, ARE",Dubai,None,5,716,25.269036,55.306624
Brown Stone Holiday Homes Business Bay,"Dubai, ARE",Dubai,None,5.6,5,25.182233,55.255785
Frank Porter - Majestique Residence 2,"Dubai, ARE",Dubai,None,5.6,5,24.945337,55.209656
Burj Al saadah Al mamzar sharjah,"Sharjah, ARE",Sharjah,None,5.5,6,25.312944,55.363978
Frank Porter - Mon Reve,"Dubai, ARE",Dubai,None,6,6,25.194186,55.282718
THE PALM TOWER Dubai,"Dubai, ARE",Dubai,None,5.2,14,25.111749,55.141025
Staycae Holiday Homes - ZADA,"Dubai, ARE",Dubai,None,5,27,25.184493,55.261738
MP12 - Luxurious 2BR in Marina Pinnacle Tower,"Dubai, ARE",Dubai,None,5.4,5,25.088697,55.148189
Hostel with private room,"Dubai, ARE",Dubai,None,5.1,23,25.267499,55.329534
Golden Star Hotel,"Dubai, ARE",Dubai,None,5,56,25.271078,55.297256
LUXFolio Retreats - Full Sea Marina & Palm View,"Dubai, ARE",Dubai,None,5.4,5,25.130178,55.152924
Mitten in der City! Top Lage,"Dubai, ARE",Dubai,None,5.2,10,25.187677,55.267488
Affordable Living in JVC Marwa Heights - Ezytrac Vacation Homes,"Dubai, ARE",Dubai,None,5.7,4,25.060824,55.201834
Partition Room With Window Near MOE Metro,"Dubai, ARE",Dubai,None,5.3,12,25.11028,55.203132
GuestReady - View from Heaven,"Dubai, ARE",Dubai,None,5.7,4,25.076586,55.13491
Comfortable Apartments and Studios for Rent in Dubai,"Dubai, ARE",Dubai,None,5,51,25.162582,55.247744
Rare Holiday Homes - Spacious apartment - Near Expo City - Dubai South - R410,"Dubai, ARE",Dubai,None,5.7,4,24.899295,55.140355
Benta Grand Hotel LLC,"Dubai, ARE",Dubai,None,5,78,25.274877,55.317952
Topstay Boys Hostel & Furnished Holiday Home,"Dubai, ARE",Dubai,None,4.9,145,25.259393,55.30269
Studios Al Shurafi,"Dubai, ARE",Dubai,None,5,27,25.162542,55.247621
Orchid Hotel,"Dubai, ARE",Dubai,None,5.1,21,25.260413,55.324785
2bedroom in Mankhool,"Dubai, ARE",Dubai,None,5.3,7,25.251319,55.297677
"Vintage 2BR at Yansoon 3, Old Town, Downtown Dubai","Dubai, ARE",Dubai,None,5.3,6,25.192794,55.280212
Frank Porter - Bahar 6,"Dubai, ARE",Dubai,None,5.5,4,25.078066,55.136406
ON OFF HH- DUBAI MARINA- Spacious Stylish 1BR,"Dubai, ARE",Dubai,None,5.5,4,25.07455,55.140233
Frank Porter - Majestique Residence,"Dubai, ARE",Dubai,None,5.5,4,24.945337,55.209656
Luxury 2 Bed Entire Apartment Dubai-Marina-JBR Near Beach with Gym & Pool-Metro Access,"Dubai, ARE",Dubai,None,5.5,4,25.080652,55.138301
Serendipity Chic Style Apartment,"Dubai, ARE",Dubai,None,5.5,4,25.178402,55.266399
Frank Porter - Majestique Residence 2,"Dubai, ARE",Dubai,None,5.3,6,24.945337,55.209656
Luton Vacation Homes - Elite Business Bay Residence,"Dubai, ARE",Dubai,None,5.4,5,25.179852,55.265446
Dreamy 2BR at Marina Pinnacle Dubai Marina by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,5.4,5,25.088367,55.148221
Waterfront With Stunning View!,"Dubai, ARE",Dubai,None,5.4,5,25.079966,55.139082
Sharjah International Airport Hotel,"Sharjah, ARE",Sharjah,None,4.9,1276,25.314679,55.518335
Primestay - Paramount Midtown 1BR in Business Bay,"Dubai, ARE",Dubai,None,5.4,5,25.193438,55.265437
GUEST INN HOTEL,"Dubai, ARE",Dubai,None,5.3,6,25.271344,55.302046
Palm Beach Hotel,"Dubai, ARE",Dubai,None,4.9,1694,25.259339,55.287494
Tanin - Luxe Apartment With Breathtaking Amazing Views,"Dubai, ARE",Dubai,None,5.4,5,25.186457,55.282055
Raintree Rolla Hotel,"Dubai, ARE",Dubai,None,5,3231,25.256929,55.293222
Zagy Hotel,"Dubai, ARE",Dubai,None,4.9,322,25.271181,55.309693
Frank Porter - Creek Horizon Tower 2,"Dubai, ARE",Dubai,None,5.7,3,25.206895,55.344152
Silicon Gates,"Dubai, ARE",Dubai,None,5.7,3,25.117393,55.391366
Frank Porter - Majestique Residence 2,"Dubai, ARE",Dubai,None,5.7,3,24.945337,55.209656
"RH- Cozy Studio, Al Waleed , Cluster R, JLT","Dubai, ARE",Dubai,None,5.7,3,25.077549,55.147015
Stunning Marina View! Solo Room in Shared Apartment at Luxurious Princess Tower,"Dubai, ARE",Dubai,None,5.1,24,25.08872,55.146795
Letstay - Relax in this Tranquil Studio at Carson DamacHills,"Dubai, ARE",Dubai,None,5.5,4,25.02415,55.244241
LM21 - Modern 1BR with Beach access in La Cote Building,"Dubai, ARE",Dubai,None,5.5,4,25.240379,55.252432
Frank Porter - Icon Tower 1,"Dubai, ARE",Dubai,None,5.5,4,25.065073,55.138815
Luxury 5BR Villa with Private Pool & View,"Dubai, ARE",Dubai,None,5.5,4,25.013973,55.254539
Himalaya Holiday Homes - Dubai Marina,"Dubai, ARE",Dubai,None,5.5,4,25.070014,55.127887
Himalaya Holiday Homes,"Dubai, ARE",Dubai,None,5.5,4,25.069949,55.135199
Nice Rooms for Rent in Compound Housing near Burj Alarab Dubai Villa 125,"Dubai, ARE",Dubai,None,5.5,4,25.148995,55.199837
Upgraded Huge Studio,"Dubai, ARE",Dubai,None,5.5,4,25.069949,55.135199
Short Stay Partition Room in Al Barsha 1 Near Mashreq Metro,"Dubai, ARE",Dubai,None,5.5,4,25.116551,55.194735
Frank Porter - Majestique Residence 2,"Dubai, ARE",Dubai,None,5.5,4,24.945337,55.209656
EasyGo - Panoramic Tower 1 Bedroom,"Dubai, ARE",Dubai,None,5.5,4,25.069933,55.127896
1 Bedroom Apartment in Safi 1B Town Square Dubai with Vault Vacation Homes,"Dubai, ARE",Dubai,None,6,2,25.011063,55.288976
Staycae Palm Jumeirah Villa,"Dubai, ARE",Dubai,None,6,2,25.120222,55.146563
Frank Porter - Suburbia,"Dubai, ARE",Dubai,None,4.3,3,24.969594,55.08823
GuestReady - Modern Mirza with Marina View,"Dubai, ARE",Dubai,None,6,2,25.069949,55.132489
2 Bedroom Apartment Available For Short Term Stay,"Dubai, ARE",Dubai,None,5.7,3,25.112294,55.248947
Frank Porter - Azizi Aura,"Dubai, ARE",Dubai,None,5.7,3,24.97794,55.091793
Frank Porter - Marina Terrace,"Dubai, ARE",Dubai,None,5.7,3,25.08538,55.14517
Oasis in Dubai.,"Dubai, ARE",Dubai,None,5.1,10,25.06767,55.138836
Elegant 3BR with Assistant Room at Harbour Views Tower 1 by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,5.7,3,25.205332,55.344782
Dream Square Hotel,"Dubai, ARE",Dubai,None,5.4,11,25.264265,55.318107
Charismatic 3BR Townhouse at DAMAC Hills 2 Dubailand by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,5.7,3,24.98341,55.378685
Nicest Partition Room in Barsha Heights Near Internet City Metro,"Dubai, ARE",Dubai,None,5,17,25.09609,55.179023
Jin Jie Residence,"Dubai, ARE",Dubai,None,4.9,51,25.167383,55.407086
Relaxing Private Rooms in Compound Housing near Burj Alarab Villa 124,"Dubai, ARE",Dubai,None,5.2,11,25.148923,55.199892
AIRDHP MARINA & SEA VIEW Modern 3 BED,"Dubai, ARE",Dubai,None,5.7,3,25.088612,55.14819
STAY BY LATINEM Luxury 1BR Holiday Home W3506 near Burj Khalifa,"Dubai, ARE",Dubai,None,5.7,3,25.175439,55.309197
The Smart Concierge - Sunrise Bay,"Dubai, ARE",Dubai,None,6,2,25.097011,55.139548
Royal casa-Marina diamond 2 studio,"Dubai, ARE",Dubai,None,6,2,25.069539,55.134861
STAY BY LATINEM Luxury 1BR Holiday Home CVR A516 Near Burj Khalifa,"Dubai, ARE",Dubai,None,6,2,25.179447,55.305007
Relaxing Closed Partition Room in Tecom Near Metro,"Dubai, ARE",Dubai,None,6,2,25.09609,55.179023
Primestay - Al Barsha South Marquis 2020,"Dubai, ARE",Dubai,None,6,2,25.065179,55.23494
Skyscraper in front of Metro! JLT,"Dubai, ARE",Dubai,None,6,2,25.071806,55.140721
GuestReady - A Rose in the Sky,"Dubai, ARE",Dubai,None,6,2,25.070652,55.245067
Trophy - Palm Urban Serenity Suite,"Dubai, ARE",Dubai,None,6,2,25.112183,55.138763
GuestReady - Stunning El Jaddaf Retreat,"Dubai, ARE",Dubai,None,6,2,25.212295,55.316495
"Jaw-dropping Canal and Skyline Views, Close to DT","Dubai, ARE",Dubai,None,6,2,25.183209,55.256624
Tranquil Studio at Sky Gardens DIFC by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,6,2,25.211649,55.28286
1 Bedroom Apartment in JLT,"Dubai, ARE",Dubai,None,6,2,25.077298,55.147434
Primestay - Address Residences Opera T2 2BR Downtown,"Dubai, ARE",Dubai,None,6,2,25.197669,55.271209
1 Bedroom Apartment in Collective Tower 2,"Dubai, ARE",Dubai,None,6,2,25.114898,55.247615
ArbabHomes Premium 3BR Canal View Near Dubai Mall,"Dubai, ARE",Dubai,None,6,2,25.189206,55.289098
Dream Inn Apartments - Al Sahab Dubai Marina,"Dubai, ARE",Dubai,None,6,2,25.075753,55.135339
The Smart Concierge - Waves by Kasco,"Dubai, ARE",Dubai,None,6,2,25.183611,55.284041
WelHome - Deluxe Apartment With Direct Access to the Beach,"Dubai, ARE",Dubai,None,6,2,25.083834,55.13942
Maison Privee - Elegant Urban Retreat in the Heart of Dubai Marina,"Dubai, ARE",Dubai,None,6,2,25.088085,55.147466
"Spacious 4 sleeper Villa, JVC","Dubai, ARE",Dubai,None,6,2,25.05664,55.214107
Lovely New 1 bed Apt - Mirdif Hills Avenue,"Dubai, ARE",Dubai,None,6,2,25.223526,55.44084
Tranquil Studio Near Furjan Metro - Relaxing Holiday Retreat - EDD,"Dubai, ARE",Dubai,None,6,2,25.033727,55.151341
GuestReady - Black Lux Orchid,"Dubai, ARE",Dubai,None,6,2,25.193994,55.284825
Bellavista - Spacious - 1BR with Extra Room - 29 Boulevard - Partial Fountain View,"Dubai, ARE",Dubai,None,6,2,25.19203,55.272448
AWS Homes - Supreme 1 Bedroom in Business Bay,"Dubai, ARE",Dubai,None,6,2,25.180845,55.279274
Trophy - Downtown Urban Suite,"Dubai, ARE",Dubai,None,6,2,25.19168,55.280175
Supreme Luxury 2BR Apartment,"Dubai, ARE",Dubai,None,6,2,25.201734,55.348957
LUX Bay Square Burj Khalifa View Suite,"Dubai, ARE",Dubai,None,6,2,25.185748,55.280212
Snug Studio at Sky Gardens DIFC by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,6,2,25.211862,55.282859
Serene 1BR at Park Terrace Silicon Oasis by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,6,2,25.112374,55.383606
Elegant 2BR APT The Residences,"Dubai, ARE",Dubai,None,6,2,25.192114,55.27487
2BR Oasis in Damac Towers by Livbnb,"Dubai, ARE",Dubai,None,6,2,25.186432,55.292059
LUX The Downtown Zabeel View Suite,"Dubai, ARE",Dubai,None,7,1,25.200934,55.280833
Havana Villas Al Barsha,"Dubai, ARE",Dubai,None,7,1,25.106081,55.184313
Brand New Vibrant Studio in JVC,"Dubai, ARE",Dubai,None,7,1,25.050758,55.205247
Smart Home Vacation Home- AYLA,"Sharjah, ARE",Sharjah,None,7,1,25.319863,55.363413
ALiving Luxury 3BR Paramount Tower Business Bay with Burj Khalifa view 6204,"Dubai, ARE",Dubai,None,7,1,25.186311,55.291895
GuestReady - Brand New Designed Place,"Dubai, ARE",Dubai,None,7,1,25.067136,55.139751
GuestReady - Mesmerizing sea view at La Rive,"Dubai, ARE",Dubai,None,7,1,25.239442,55.255083
Silkhaus Downtown Lofts spacious 2BDR,"Dubai, ARE",Dubai,None,7,1,25.197023,55.269891
"Manzil - 1BR Home in Dubai Marina with Marina View, Nr JBR Beach & Marina Mall","Dubai, ARE",Dubai,None,7,1,25.080494,55.144287
Resortz by Danube - 1BR Apartment - Allsopp&Allsopp,"Dubai, ARE",Dubai,None,7,1,25.06199,55.233125
Cozy studio,"Dubai, ARE",Dubai,None,7,1,25.043167,55.193563
Brand New Studio Apartment with Balcony,"Dubai, ARE",Dubai,None,7,1,25.180863,55.279321
Frank Porter - DAMAC Celestia,"Dubai, ARE",Dubai,None,5.1,8,24.948612,55.202923
Trophy - Marina Urban Serenity Suite,"Dubai, ARE",Dubai,None,7,1,25.071343,55.136953
Silkhaus Chic 1BDR in Summer Tower Creek Harbour,"Dubai, ARE",Dubai,None,7,1,25.201719,55.3493
Frank Porter - Executive Bay,"Dubai, ARE",Dubai,None,7,1,25.1784,55.266401
Luxurious 1 bedroom at the Address Dubai Mall,"Dubai, ARE",Dubai,None,7,1,25.199843,55.277452
NEW! Studio with breath-taking Palm Views,"Dubai, ARE",Dubai,None,7,1,25.117077,55.136437
Aliving Luxurious Studio Damac Maison Prive 1615,"Dubai, ARE",Dubai,None,7,1,25.18431,55.275516
Primestay - District One Residences MBR,"Dubai, ARE",Dubai,None,7,1,25.157112,55.282719
Modern Studio Apt in Meydan,"Dubai, ARE",Dubai,None,7,1,25.173292,55.302333
Frank Porter - Majestique Residence 2,"Dubai, ARE",Dubai,None,7,1,24.945337,55.209656
Serene Studio at Ghalia Jumeirah Village Circle by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,7,1,25.053117,55.198971
GuestReady - Sunny Delights,"Dubai, ARE",Dubai,None,7,1,25.088956,55.173342
Frank Porter - Northside,"Dubai, ARE",Dubai,None,7,1,25.186368,55.286523
Bright Deluxe Studio canal view - Special offer,"Dubai, ARE",Dubai,None,7,1,25.18431,55.275516
Manzil - 1BR Home in DAMAC Hills with Golf Course View,"Dubai, ARE",Dubai,None,7,1,25.023086,55.242367
Lovely 1 bedroom apartment for vacations,"Dubai, ARE",Dubai,None,7,1,25.188923,55.27279
AshriHH/ ModernStudio in Jadaf,"Dubai, ARE",Dubai,None,7,1,25.208938,55.315312
New Arabian Burj Al Nujoom Downtown Dubai,"Dubai, ARE",Dubai,None,7,1,25.191173,55.282168
My-Places Dubai 1 Bed Escan Towers 15,"Dubai, ARE",Dubai,None,7,1,25.068415,55.132958
Frank Porter - Prive Residence,"Dubai, ARE",Dubai,None,7,1,25.112193,55.252184
Frank Porter - 15 Northside,"Dubai, ARE",Dubai,None,7,1,25.186368,55.286523
"Luxury Studio, 15m to Dubai Mall!","Dubai, ARE",Dubai,None,7,1,25.171853,55.30244
Trophy - 29 Boulevard Tower Downtown Suite,"Dubai, ARE",Dubai,None,7,1,25.192211,55.272579
Stylish canal view apartment in Business Bay,"Dubai, ARE",Dubai,None,7,1,25.190514,55.283046
Upscale Studio at Sky Gardens DIFC by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,7,1,25.211991,55.282782
"10' to Burj Khalifa, Pool ,Wifi - Sobha Waves - Dubaï","Dubai, ARE",Dubai,None,7,1,25.174536,55.309532
Chic Studio! Walk To Burj Khalifa & Sleeps 3!,"Dubai, ARE",Dubai,None,7,1,25.188802,55.281916
Maison Privee - Trendy Apt on the Creek w/ Superb Dubai Skyline Vw,"Dubai, ARE",Dubai,None,7,1,25.207076,55.342895
Maison Privee - Alluring Modern Apt in Dubai Creek Beach,"Dubai, ARE",Dubai,None,7,1,25.201815,55.349578
White Sage - Tranquil Haven 1BR With Burj Views,"Dubai, ARE",Dubai,None,7,1,25.135029,55.188687
18 Bricks Studio Apartment Roma 513,"Dubai, ARE",Dubai,None,7,1,25.031989,55.222958
Wonderful Waves 1BR Dubai Marina,"Dubai, ARE",Dubai,None,7,1,25.071471,55.13392
RAMADAN OFFER Luxe stay 12 mins from The Dubai mall,"Dubai, ARE",Dubai,None,7,1,25.171266,55.300936
Zapbed House-AHP I IX IX,"Dubai, ARE",Dubai,None,7,1,25.207917,55.344219
"Global golf residency 2, sports city","Dubai, ARE",Dubai,None,7,1,25.042005,55.219409
Silkhaus modern studio in the heart of DIFC with pool and gym access,"Dubai, ARE",Dubai,None,7,1,25.211218,55.281696
Frank Porter - Genesis by Meraki,"Dubai, ARE",Dubai,None,7,1,25.063616,55.248691
Sunrise Bay with treasure stunning harbour view by Suiteable,"Dubai, ARE",Dubai,None,7,1,25.097584,55.139902
Lux BnB I Turia Tower I Lake & Garden View,"Dubai, ARE",Dubai,None,7,1,25.093285,55.169492
"Bright Furnished Studio Apartment, JLT","Dubai, ARE",Dubai,None,7,1,25.07749,55.147011
Capital Stay - 2 Bed Apartment in Dubai Festival City,"Dubai, ARE",Dubai,None,7,1,25.232327,55.34662
Manzil - 1BR Apartment in Emaar Beachfront with Private Beach & Marina Access,"Dubai, ARE",Dubai,None,7,1,25.098742,55.141105
Frank Porter - Golf Vita,"Dubai Marina, ARE",Dubai Marina,None,7,1,25.022856,55.242884
GuestReady - Green Utopia with Lake Views,"Dubai, ARE",Dubai,None,7,1,25.067136,55.139751
"Modern Studio, Canal View, Elite Downtown, Dubai - 13AB06","Dubai, ARE",Dubai,None,7,1,25.18608,55.278338
FAM Living- Luxe Penthouse in JBR Marina - Panaromic Sea View,"Dubai, ARE",Dubai,None,7,1,25.073228,55.130593
Refined Studio-Ghalia Tower,"Dubai, ARE",Dubai,None,7,1,25.053113,55.198963
SKY Suite,"Dubai, ARE",Dubai,None,7,1,25.181326,55.253343
Pleasant 1BR in Burj Royale - Downtown Dubai,"Dubai, ARE",Dubai,None,7,1,25.19168,55.280175
Chic 1BR at The Signature Downtown Dubai by Deluxe Holiday Homes,"Dubai, ARE",Dubai,None,7,1,25.19529,55.283638
Luxury room in al nahda 2,"Dubai, ARE",Dubai,None,7,1,25.294013,55.375873
Elegant Apartment w/ Iconic View,"Dubai, ARE",Dubai,None,7,1,25.089938,55.14887
