ALANSARI/title,ALANSARI/lat,ALANSARI/lng,ALANSARI/image,ALANSARI/address,ALANSARI/city,ALANSARI/timings,ALANSARI/mobile_number,ALANSARI/contact_number,ALANSARI/contact_email,ALANSARI/id
City Center Ajman,25.39832575693572,55.47800520443976,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>City Center, Ajman, (Near Etisalat and food court in mall extension)</p>
",UAE,"<p>Monday &#8211; Saturday: 08:30 AM &#8211; 12:00 MN<br />
Sunday: 09:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27357
City Life Al Tallah Branch,25.366433381747544,55.51076491118255,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 3, Ground Floor, City Life Al Tallah, Ajman</p>
",UAE,"<p>Everyday: 09:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27365
Emarats Markets Branch,25.385316500001977,55.46716857055134,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p><span>Shop No 7, Ground Floor, Emarats Market Building, Al Ittihad Street, Ajman</span></p>
",UAE,"<p><span>Everyday: 08:30 AM – 11.30 PM; Friday Prayer Break: 12:00 PM – 02:00 PM</span></p>
",600 54 6000,,info@alansari.ae,438614
Kenz Hypermarket Ajman,25.397959134765998,55.519692998146006,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 9, Kenz Hypermarket, City Life<br />
Al Hamidiya, Sheikh Maktoum Bin Rashid Street, Al<br />
Hamidiya 1, Ajman</p>
",UAE,"<p>Monday &#8211; Saturday: 08:30 AM – 12:00 MN<br />
Sunday: 09:00 AM – 11:30 PM</p>
",600546000,,info@alansari.ae,141015
Lucky R/A Ajman Industrial 2 Branch,25.375562090966696,55.4775462061585,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No 16 &amp; 17,</p>
<p>Lucky Supermarket Building,</p>
<p>Near Lucky Roundabout,</p>
<p>Hassan Bin Haitham Street,</p>
<p>Ajman</p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM &#8211; 10:30 PM<br />
Sunday: 09:00 AM &#8211; 10:30 PM</p>
",600 54 6000,,info@alansari.ae,55575
Lulu Hypermarket Branch,25.406919,55.443963,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Lulu Hypermarket, Ajman</p>
",UAE,"<p>Everyday: 08:00 AM &#8211; 12:00 MN</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,27360
Ramez Hypermarket Branch,25.378968,55.459997,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Floor, Ramez Hypermarket</p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM &#8211; 12:00 MN<br />
Sunday: 09:00 AM &#8211; 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27361
Safeer Hypermarket &#8211; Al Jurf Branch,25.399462,55.503048,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 12 &amp; 13, Ground Floor, Safeer Hyper Market, Al Jurf, Ajman. U.A.E</p>
",UAE,"<p>Everyday: 08:30 AM &#8211; 11:30 PM</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,27362
Safeer Mall Branch,25.389633791095317,55.44470246807669,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Foor, Safeer Mall, Ajman</p>
",UAE,"<p>Monday &#8211; Saturday: 08:30 AM &#8211; 12:00 MN<br />
Sunday: 09:00 AM &#8211; 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27363
Al Hamra Mall Branch,25.682123529475085,55.78062344724854,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>1st Flr, Al Hamra Mall RAK, Opp. RAK Ceramics</p>
",UAE,"<p>Sunday &#8211; Thursday: 08:30 AM &#8211; 11:00 PM, Friday &#8211; Saturday: 09:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27467
Al Kharran R/A Branch,25.71250944177752,55.971492717959784,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 6, Ground Floor, Al Kharan, Ras Al Khaimah</p>
",UAE,"<p>Monday &#8211; Saturday: 08:30 AM – 10:30 PM, Sunday: 09:00 AM – 10:00 PM</p>
",600 54 6000,,info@alansari.ae,27470
Al Manar Mall Branch,25.783865,55.96623,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Near the Southern Entrance of Al Manar Mall and beside Carrefour, Ras Al Khaimah</p>
",UAE,"<p>Everyday: 09:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27468
Al Muntasir Street Branch,25.79840052975144,55.97240477116463,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. 4, Ground Floor, Al Muntasir Road, Next to Malabar Gold &amp; Diamonds, RAK</p>
",UAE,"<p>Monday &#8211; Saturday: 8:00 AM -11:00 PM<br />
Sunday: 8:00 AM -10:00 PM</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,27469
Al Naeem Center Branch,25.748792,55.925107,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Ground Flr, Al Naeem City Center, Ras Al Khaimah</p>
",UAE,"<p>Monday &#8211; Saturday: 08:30 AM -11:30 PM, Sunday: 10:00 AM -11:00 PM</p>
",600 54 6000,,info@alansari.ae,27473
Al Nakheel Branch,25.793844,55.972645,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Al Nakheel Street, Ras Al Khaimah</p>
",UAE,"<p>Monday &#8211; Saturday: 8:00 AM -10:30 PM<br />
Sunday: 9:00 AM -10:00 PM</p>
",600 54 6000,,info@alansari.ae,27471
My City Centre Al Dhait Branch,25.72870055808453,55.91960068035157,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit No. B26, Ground Floor, My City Centre al Dhait, Ras Al Khaimah</p>
",UAE,"<p>Monday &#8211; Thursday: 09:00 AM &#8211; 10:00 PM, Friday &#8211; Sunday: 09:00 AM &#8211; 11:00 PM</p>
",600 546000,,info@alansari.ae,27474
Nesto Lamp R/A Branch,25.764191913380355,55.96933999138413,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 4, Nesto Hypermarket Al Qusaidat, Khuzam Rd. E18, Al – Fanous Roundabout, Ras Al Khaimah</p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM – 11:30 PM,<br />
Sunday: 08:30 AM – 11:30 PM</p>
",600 54 6000,,info@alansari.ae,145419
Safeena R/A Branch,25.79052,55.944052,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Al Inshaa Building, unit No. 1, Sheikh Mohammed Bin Salem street, opposite to Safeena Roundabout, <span>Ras Al Khaimah</span></p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM -11:00 PM<br />
Sunday: 09:00 AM -10:00 PM</p>
",600 54 6000,,info@alansari.ae,27472
Century Mall Branch,25.15715623327711,56.34961435518019,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit no. LS 5 &amp; 6, Ground Floor, Opposite Carrefour Entrance, Century Mall, Fujairah</p>
",UAE,"<p>Monday &#8211; Saturday: 08:30 AM – 12:00 MN, Sunday: 09:00 AM – 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27463
City Center Fujairah,25.126582426592645,56.30253658539989,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Unit G 042, Ground Floor, City Center Fujairah , E84 Maliha Fujairah Road, Fujairah</p>
",UAE,"<p>Everyday: 09:00 AM &#8211; 12:00 MN</p>
",600 54 6000,,info@alansari.ae,68780
Fujairah Branch,25.121628,56.34343,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Humaid Bin Abdulla Street, Fujairah</p>
",UAE,"<p>Everyday: 08:30 AM – 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27464
Lulu Hypermarket Dibba Branch,25.588651,56.272681,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. G 2, Ground floor, Al Rashidiya road, Dibba, Fujairah.</p>
",UAE,"<p>Everyday : 08:00 AM – 11:30 PM</p>
",600 54 6000,,info@alansari.ae,27465
Masafi Branch,25.299855332059416,56.165389615992574,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>GF Bin Dawood Al Abdouli Building, E88 AL Dhaid East Coast Road Masafi, Fujairah</p>
",UAE,"<p>Monday &#8211; Saturday: 08:00AM &#8211; 11:00 PM</p>
<p>Sunday: 09:00AM &#8211; 11:00 PM</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
",600 54 6000,,info@alansari.ae,71547
Qidfa&#8217;a Branch,25.28381291897554,56.36141357944174,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 1, Ground Floor, Building 52, Fujairah Khorfakkan Road, Murbah, Fujairah</p>
",UAE,"<p>Monday &#8211; Saturday : 08:30 AM – 11:00 PM, Sunday: 09:00 AM – 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27466
Bazar Discount Center Branch,25.501619550086126,55.550593553162926,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 2, Ground Floor, Bazar Discount Centre, King Faisal Street, Al Maqta’a, UAQ</p>
",UAE,"<p><span>Monday – Saturday: 08:30 AM – 11:30 PM, Sunday : 09:00 AM – 11:00 PM</span></p>
",600 54 6000,,info@alansari.ae,27504
Carrefour Express Branch,25.547654,55.545051,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Shop No. 4, Carrefour Market, King Faisal Road, Umm Al Quwain.</p>
",UAE,"<p>Monday &#8211; Saturday: 08:30 AM – 11:30 PM, Sunday : 09:00 AM – 11:00 PM</p>
",600 54 6000,,info@alansari.ae,27505
Mall of Umm Al Quwain Branch,25.520945,55.54412,https://alansariexchange.com/wp-content/themes/alansari/assets/images/active.png,"<p>Retail 39, Ground Floor, Mall of Umm Al Quwain</p>
",UAE,"<p>Monday &#8211; Saturday: 08:00 AM – 12:00 MN, Sunday : 09:00 AM – 12:00 MN</p>
",600 54 6000,,info@alansari.ae,27506
