data/name,data/address1,data/address2,data/address3,data/country,data/lat,data/lng,data/phoneNumber,data/faxNumber,data/information,data/type,data/externalLocationId,data/locationId
Masooma Digital Studio L.L.C,Masooma Digital Studio L.L.C,,,,25.2622945,55.2925,,,,Reseller,10392,10392
Brit Star Mobile L.L.C Br,Brit Star Mobile L.L.C  Br,,,,25.238013,55.3011845,,,,Reseller,10393,10393
Emitech Electronics L.L.C,Emitech Electronics L.L.C,,,,25.22370167,55.50473333,,,,Reseller,10394,10394
Al Quds Star Electronics Trading,Al Quds Star Electronics Trading,,,,25.2609666,55.2943732,,,,Reseller,10395,10395
Smaa Al Marri Electronics Trading L.L.C Branch,Smaa Al Marri Electronics Trading L.L.C  Branch,,,,25.26491,55.425305,,,,Reseller,10396,10396
Fashion Way Trading L.L.C,Fashion Way Trading L.L.C,,,,24.9775519,55.1564094,,,,Reseller,10397,10397
New Track Electronics Trading L.L.C,New Track Electronics Trading L.L.C,,,,25.25948333,55.29620667,,,,Reseller,10400,10400
Mue Electronics,Mue Electronics,,,,25.260996,55.2942913,,,,Reseller,10401,10401
Ejaz Ahmed Electronics L.L.C,Ejaz Ahmed Electronics L.L.C,,,,25.28225167,55.33584,,,,Reseller,10402,10402
Good Line Electronics Br,Good Line Electronics Br,,,,25.17352833,55.393655,,,,Reseller,10403,10403
Talk Time Mobile Phones Trading,Talk Time Mobile Phones Trading,,,,25.2704,55.338365,,,,Reseller,10404,10404
Falak Al Madina Supermarket L.L.C,Falak Al Madina Supermarket L.L.C,,,,25.28177167,55.33379167,,,,Reseller,10405,10405
International Numbers For Mobile Phones L.L.C,International Numbers For Mobile Phones L.L.C,,,,25.1722859,55.4000632,,,,Reseller,10406,10406
Kerala Star Mobile Phones,Kerala Star Mobile Phones,,,,24.95156833,55.50760167,,,,Reseller,10407,10407
Manar Al Madina Supermarket L.L.C,Manar Al Madina Supermarket L.L.C,,,,25.27181,55.431615,,,,Reseller,10408,10408
Global Link Mobile Phone Trading L.L.C,Global Link Mobile Phone Trading L.L.C,,,,25.273955,55.331545,,,,Reseller,10409,10409
Families Supermarket Co L.L.C Branch,Families Supermarket Co L.L.C Branch,,,,25.0978754,55.17413,,,,Reseller,10411,10411
Shabab Al Yome Mobile Shop,Shabab Al Yome Mobile Shop,,,,25.27125,55.37510333,,,,Reseller,10412,10412
Spring Crescent Electronics And Mobile Trading,Spring Crescent Electronics And Mobile Trading,,,,24.97190833,55.170625,,,,Reseller,10413,10413
Dat To Day General Trading,Dat To Day General Trading,,,,25.2571328,55.2985529,,,,Reseller,10414,10414
Supermarket Gulam Mahmoodi LLC,Supermarket Gulam Mahmoodi LLC,,,,25.2774963,55.3470153,,,,Reseller,10415,10415
Mashreq Al Madeena Supermarket LLC,Mashreq Al Madeena Supermarket LLC,,,,25.2680436,55.4356744,,,,Reseller,10416,10416
Noor Al Mahar Electronics Tr,Noor Al Mahar Electronics Tr,,,,24.99748,55.66308667,,,,Reseller,10417,10417
Salim Musabeh Trading,Salim Musabeh Trading,,,,25.03409,55.59443667,,,,Reseller,10418,10418
T-Choithram And Sons L.L.C Br1,T-Choithram And Sons  L.L.C   Br1,,,,25.26537667,55.32171,,,,Reseller,10419,10419
Naseem Al Madina Supermarket LLC,Naseem Al Madina Supermarket LLC,,,,25.14403333,55.25613167,,,,Reseller,10420,10420
T-Choithram And Sons L.L.C Br2,T-Choithram And Sons  L.L.C   Br2,,,,25.0067228,55.164658,,,,Reseller,10422,10422
T-Choithram And Sons L.L.C Br5,T-Choithram And Sons  L.L.C   Br5,,,,25.1141261,55.3894529,,,,Reseller,10423,10423
T-Choithram And Sons L.L.C Br10,T-Choithram And Sons  L.L.C   Br10,,,,25.1421618,55.2080012,,,,Reseller,10424,10424
T-Choithram And Sons L.L.C Br11,T-Choithram And Sons  L.L.C   Br11,,,,25.05048167,55.13045333,,,,Reseller,10425,10425
T-Choithram And Sons L.L.C Br12,T-Choithram And Sons  L.L.C   Br12,,,,25.2797635,55.3500002,,,,Reseller,10426,10426
T-Choithram And Sons L.L.C Br15,T-Choithram And Sons  L.L.C   Br15,,,,25.2759326,55.3066385,,,,Reseller,10427,10427
Shama Mobile Phones LLC,Shama Mobile Phones LLC,,,,25.26524833,55.42518167,,,,Reseller,10428,10428
Summer Mobile Phones Trading,Summer Mobile Phones Trading,,,,25.2757967,55.3384897,,,,Reseller,10429,10429
City Way General Trading-LLC,City Way General Trading-LLC,,,,25.2619756,55.2901704,,,,Reseller,10430,10430
Game Over Electronics,Game Over Electronics,,,,25.2855998,55.3502612,,,,Reseller,10431,10431
Al Madeena Express LLC,Al Madeena Express LLC,,,,25.11139667,55.18867667,,,,Reseller,10433,10433
King Mart Mobile And Electronics,King Mart Mobile And Electronics,,,,25.175205,55.39355333,,,,Reseller,10434,10434
New Al Dayaa Tr. LLC,New Al Dayaa Tr. LLC,,,,25.2619756,55.2901704,,,,Reseller,10435,10435
Deira Line Electronics LLC???? Br,Deira Line Electronics LLC????  Br,,,,25.2460359,55.2993592,,,,Reseller,10436,10436
Al Fajeer Computer,Al Fajeer Computer,,,,25.27055833,55.37566167,,,,Reseller,10437,10437
Mirza Daud Mobiles And Laptop Maintenance,Mirza Daud Mobiles And Laptop Maintenance,,,,25.27685167,55.31061,,,,Reseller,10438,10438
Top Time Gen Trading LLC,Top Time Gen Trading LLC,,,,25.27421667,55.30156,,,,Reseller,10439,10439
Red Speed Way Mobile Trading,Red Speed Way Mobile Trading,,,,25.2720774,55.3179403,,,,Reseller,10440,10440
Speed Star Mobile Phones,Speed Star Mobile Phones,,,,25.2753414,55.3107397,,,,Reseller,10441,10441
Speed Way Minimart,Speed Way Minimart,,,,25.25971833,55.31991833,,,,Reseller,10442,10442
Safe Line Mobile Phones Trading,Safe Line Mobile Phones Trading,,,,25.2302116,55.3192521,,,,Reseller,10444,10444
Liyana General Trading,Liyana General Trading,,,,25.24511167,55.30251833,,,,Reseller,10445,10445
Museum Zone General Trading,Museum Zone General Trading,,,,25.26262667,55.29710333,,,,Reseller,10446,10446
Real Magic Trading,Real Magic Trading,,,,25.26315833,55.29703,,,,Reseller,10447,10447
Afnan Al Madina Electronics Trading Br,Afnan Al Madina Electronics Trading Br,,,,25.27611,55.33764333,,,,Reseller,10448,10448
Madinath Al Qusais Supermarket Br,Madinath Al Qusais Supermarket Br,,,,25.28626167,55.399595,,,,Reseller,10449,10449
Swiss Palace Trading,Swiss Palace Trading,,,,25.242587,55.2781529,,,,Reseller,10450,10450
Digital Moon Electronics,Digital Moon Electronics,,,,25.2286798,55.4318706,,,,Reseller,10451,10451
Sky Galaxy Electronics,Sky Galaxy Electronics,,,,25.2290304,55.434545,,,,Reseller,10452,10452
Desert Memories Gift Trading,Desert Memories Gift Trading,,,,25.072935,55.128035,,,,Reseller,10453,10453
Desert Memories Gift Trading Br,Desert Memories Gift Trading Br,,,,25.0763231,55.1344605,,,,Reseller,10455,10455
Data Vision General Trading,Data Vision General Trading,,,,25.26185667,55.294085,,,,Reseller,10456,10456
Fathima Supermarket Dic Camp,Fathima Supermarket  Dic Camp,,,,24.8484695,55.0485057,,,,Reseller,10457,10457
Dk Star,Dk Star,,,,25.2710488,55.3154044,,,,Reseller,10458,10458
Sheeba General Trading,Sheeba General Trading,,,,25.2608325,55.2948221,,,,Reseller,10459,10459
Alsafa Star,Alsafa Star,,,,25.26045,55.28840167,,,,Reseller,10460,10460
Air Connection Trdg,Air Connection Trdg,,,,25.2467972,55.3029657,,,,Reseller,10461,10461
Action General Trd,Action General Trd,,,,25.280925,55.38668333,,,,Reseller,10462,10462
Focus Corner General Trading,Focus Corner General Trading,,,,25.2594311,55.2933832,,,,Reseller,10463,10463
Alqasim Internet Services,Alqasim Internet Services,,,,25.15937,55.24940667,,,,Reseller,10464,10464
Sara Jewel Electronics Trading LLC,Sara Jewel Electronics Trading LLC,,,,25.15713333,55.24743333,,,,Reseller,10466,10466
Cell Care Trading L L C,Cell Care Trading L L C,,,,25.3053757,55.4426834,,,,Reseller,10467,10467
Blue Star Internet Services,Blue Star Internet Services,,,,25.2724618,55.3013528,,,,Reseller,10468,10468
Mobi Line Trading,Mobi Line Trading,,,,25.22692167,55.39678333,,,,Reseller,10469,10469
Vip Trn Trn Mobile Phone,Vip Trn Trn Mobile Phone,,,,25.232905,55.38464667,,,,Reseller,10470,10470
Vip Trn Trn Mobile Phone Br,Vip Trn Trn Mobile Phone Br,,,,25.2307497,55.3859519,,,,Reseller,10471,10471
Epress Blue Mart Supermarket Br,Epress Blue Mart Supermarket Br,,,,25.0956519,55.1784002,,,,Reseller,10472,10472
Al Rayan Supermarket,Al Rayan Supermarket,,,,25.1148102,55.1956626,,,,Reseller,10473,10473
Al Rayan Supermarket Br,Al Rayan Supermarket Br,,,,25.1119214,55.1913377,,,,Reseller,10474,10474
Gift Gallery Centre,Gift Gallery Centre,,,,25.26311167,55.32485167,,,,Reseller,10475,10475
Al Itqan Mobile,Al Itqan Mobile,,,,25.2507755,55.3078238,,,,Reseller,10477,10477
Momayez Phones,Momayez Phones,,,,25.28354,55.35293667,,,,Reseller,10478,10478
Zahrat Al Masa Electronics,Zahrat Al Masa Electronics,,,,25.2731642,55.3015695,,,,Reseller,10479,10479
Park N Shop,Park N Shop,,,,25.09848333,55.17591667,,,,Reseller,10480,10480
Al Madina Supermarket Dxb,Al Madina Supermarket Dxb,,,,25.2593179,55.3244034,,,,Reseller,10481,10481
Thomsun Supermarket,Thomsun Supermarket,,,,25.0988763,55.3788553,,,,Reseller,10482,10482
Sysmac Technologies,Sysmac Technologies,,,,25.27478167,55.33050333,,,,Reseller,10483,10483
Al Shaab Supermarket,Al Shaab Supermarket,,,,25.2758166,55.3384971,,,,Reseller,10484,10484
Technology People,Technology People,,,,25.0436019,55.1201492,,,,Reseller,10485,10485
Bin Jumaia Mobile Phones,Bin Jumaia Mobile Phones,,,,24.95161833,55.50706333,,,,Reseller,10486,10486
Petra Gateway Br.2,Petra Gateway Br.2,,,,25.1410208,55.1925916,,,,Reseller,10488,10488
Petra Gateway Br.3,Petra Gateway Br.3,,,,25.11074167,55.14126167,,,,Reseller,10489,10489
Al Aksa General Trading,Al Aksa General Trading,,,,25.2724533,55.3114025,,,,Reseller,10490,10490
Deira Moon Trading,Deira Moon Trading,,,,25.2724534,55.3113998,,,,Reseller,10491,10491
Ekramuddin Telecommunication,Ekramuddin Telecommunication,,,,25.27700667,55.30860833,,,,Reseller,10492,10492
Kashif Mobile Trading,Kashif Mobile Trading,,,,25.27643,55.31134333,,,,Reseller,10493,10493
Race Course General Trading,Race Course General Trading,,,,25.12267333,55.22211667,,,,Reseller,10494,10494
Unique Delte Telecom,Unique Delte Telecom,,,,25.2724233,55.3114323,,,,Reseller,10495,10495
Sharaf Exchange Br.1,Sharaf Exchange Br.1,,,,25.0725755,55.1344451,,,,Reseller,10496,10496
Sharaf Exchange Br.3,Sharaf Exchange Br.3,,,,25.31376167,55.54481,,,,Reseller,10497,10497
Sharaf Exchange Br.9,Sharaf Exchange Br.9,,,,25.26729333,55.314655,,,,Reseller,10499,10499
Sharaf Exchange Br.13,Sharaf Exchange Br.13,,,,24.8829682,55.1458401,,,,Reseller,10500,10500
Gift Sea General Trading,Gift Sea General Trading,,,,25.21744,55.27730833,,,,Reseller,10501,10501
Mazaya Al Madina Sm,Mazaya Al Madina Sm,,,,25.26815333,55.431365,,,,Reseller,10502,10502
Nagamat Al Funoon Electronics,Nagamat Al Funoon Electronics,,,,25.2721,55.31187333,,,,Reseller,10503,10503
Manal Al Madeena Supermarket LLC,Manal Al Madeena Supermarket LLC,,,,25.2758394,55.3149029,,,,Reseller,10504,10504
New Play Store Tr. LLC,New Play Store Tr. LLC,,,,25.16038,55.25148833,,,,Reseller,10505,10505
Al Telal Al Hamraa Supermarket,Al Telal Al Hamraa Supermarket,,,,25.1315682,55.225354,,,,Reseller,10506,10506
Village Hypermarket-Jafza,Village Hypermarket-Jafza,,,,24.9570354,55.0563575,,,,Reseller,10507,10507
Sky Hotel Apartments,Sky Hotel Apartments,,,,25.2758191,55.3038937,,,,Reseller,10508,10508
Afghan Arab General Trading,Afghan Arab General Trading,,,,25.2664218,55.3081384,,,,Reseller,10511,10511
Photo Sky Studio Br,Photo Sky Studio Br,,,,25.24399833,55.34754333,,,,Reseller,10512,10512
Moby Link Electronics,Moby Link Electronics,,,,25.268425,55.3247455,,,,Reseller,10513,10513
White Dots Electronics,White Dots Electronics,,,,25.245415,55.30045333,,,,Reseller,10514,10514
Gift And Sovenier Trading L.L.C Br2,Gift And Sovenier Trading L.L.C Br2,,,,25.25256167,55.292515,,,,Reseller,10515,10515
Najma Al Astoora Mobile,Najma Al Astoora Mobile,,,,25.22816667,55.27489667,,,,Reseller,10516,10516
Orient King Trading,Orient King Trading,,,,25.2683325,55.30819,,,,Reseller,10517,10517
Phone Book Trading,Phone Book Trading,,,,25.1975011,55.2783238,,,,Reseller,10518,10518
New Bharat Mobile Phones,New Bharat Mobile Phones,,,,25.26180667,55.29387833,,,,Reseller,10519,10519
Maral Gifts General Trading Br,Maral Gifts General Trading Br,,,,25.1024545,55.1720571,,,,Reseller,10520,10520
Arabian Phone,Arabian Phone,,,,25.17300667,55.42046167,,,,Reseller,10522,10522
Top Mobile Phones,Top Mobile Phones,,,,25.278725,55.31379667,,,,Reseller,10523,10523
Al Mahri General Trading,Al Mahri General Trading,,,,25.27696833,55.308645,,,,Reseller,10524,10524
Aftab Ali Electronics Trading,Aftab Ali Electronics Trading,,,,25.27447,55.329925,,,,Reseller,10525,10525
Joy Stick Trading,Joy Stick Trading,,,,25.236915,55.276735,,,,Reseller,10526,10526
Bright Rivers Craft Trading,Bright Rivers Craft Trading,,,,25.25601167,55.334,,,,Reseller,10527,10527
Super Best General Trading,Super Best General Trading,,,,25.26004833,55.293505,,,,Reseller,10528,10528
Damas Phone Br,Damas Phone Br,,,,25.281399,55.350375,,,,Reseller,10529,10529
Haji Shirak Pakistant Co LLC,Haji Shirak Pakistant Co LLC,,,,25.23276333,55.27724333,,,,Reseller,10530,10530
Talal Center- Jafza,Talal Center- Jafza,,,,25.010345,55.09259333,,,,Reseller,10531,10531
Quality Supermarket,Quality Supermarket,,,,25.249985,55.28001333,,,,Reseller,10533,10533
Down Town Mart,Down Town Mart,,,,25.26423667,55.31507833,,,,Reseller,10534,10534
Rotana Star Mobile Phones,Rotana Star Mobile Phones,,,,25.27921167,55.31441,,,,Reseller,10535,10535
Silver Kingdom Trading,Silver Kingdom Trading,,,,25.2769074,55.310397,,,,Reseller,10536,10536
Al Aseel Electronics Branch,Al Aseel Electronics  Branch,,,,25.27640667,55.33037167,,,,Reseller,10537,10537
Al Shaki Gift Shops Br,Al Shaki Gift Shops Br,,,,25.27432167,55.306785,,,,Reseller,10538,10538
Cell World Trading Br,Cell World Trading Br,,,,25.25472,55.305355,,,,Reseller,10539,10539
Reliable Electronics Br,Reliable Electronics Br,,,,25.0777167,55.3979207,,,,Reseller,10540,10540
Keyam Tech Trading,Keyam Tech Trading,,,,25.0597791,55.1399785,,,,Reseller,10541,10541
Hatta Mobile,Hatta Mobile,,,,24.81911,56.12661667,,,,Reseller,10542,10542
Island Oasis Electronics,Island Oasis Electronics,,,,24.81969833,56.12467167,,,,Reseller,10544,10544
Race Mobile,Race Mobile,,,,25.23272833,55.27724333,,,,Reseller,10545,10545
Koala City Trading,Koala City Trading,,,,25.2750317,55.3050414,,,,Reseller,10546,10546
Cell World Tr LLC Branch 2,Cell World Tr LLC Branch 2,,,,25.26147333,55.42544167,,,,Reseller,10547,10547
Al Nahr Al Khalid,Al Nahr Al Khalid,,,,25.2605713,55.3216882,,,,Reseller,10548,10548
Deira Castle General Trading,Deira Castle General Trading,,,,25.27313667,55.31181,,,,Reseller,10549,10549
Al Telal Al Hamra Supermarket,Al Telal Al Hamra Supermarket,,,,25.2724589,55.3102733,,,,Reseller,10550,10550
T-Vox Electronics,T-Vox Electronics,,,,25.27618167,55.30846833,,,,Reseller,10551,10551
Galaxy Supermarket,Galaxy Supermarket,,,,25.2762557,55.3126536,,,,Reseller,10552,10552
Minutes Quick Services Festival City Br,Minutes Quick Services  Festival City Br,,,,25.2284269,55.3552422,,,,Reseller,10553,10553
Misbha Alquhli Electronics LLC,Misbha Alquhli Electronics LLC,,,,25.2754913,55.3040665,,,,Reseller,10555,10555
Sunrise Supermarket L.L.C,Sunrise Supermarket L.L.C,,,,25.2767843,55.3855914,,,,Reseller,10556,10556
Deals Super Market,Deals Super Market,,,,25.11205833,55.203255,,,,Reseller,10557,10557
Deals Super Market,Deals Super Market,,,,25.0801241,55.1378852,,,,Reseller,10558,10558
Sentiments General Trading LLC,Sentiments General Trading LLC,,,,25.11350833,55.19994833,,,,Reseller,10559,10559
Globuz International Br2,Globuz International Br2,,,,25.0787008,55.1458524,,,,Reseller,10560,10560
Abu Hail Supermarket,Abu Hail Supermarket,,,,25.2235969,55.3643921,,,,Reseller,10561,10561
Mario Phone,Mario Phone,,,,25.28987667,55.34715833,,,,Reseller,10562,10562
Eman Kareem Electronics Repairing And Tading,Eman Kareem Electronics Repairing And Tading,,,,25.23697167,55.28178833,,,,Reseller,10563,10563
Ansar Gallery - Karama,Ansar Gallery  - Karama,,,,25.2503951,55.3078654,,,,Reseller,10564,10564
Ansar Gallery - Diera,Ansar Gallery - Diera,,,,25.27002333,55.321655,,,,Reseller,10566,10566
Geant Hypermarket Fu ?Com L.L.C,Geant Hypermarket  Fu ?Com L.L.C,,,,25.0448479,55.1206013,,,,Reseller,10567,10567
Al Ghurair Rayhaan Hotel Rotana,Al Ghurair Rayhaan Hotel Rotana,,,,25.2660935,55.3187831,,,,Reseller,10568,10568
Hatim Stores LLC,Hatim Stores LLC,,,,25.2702132,55.3320679,,,,Reseller,10569,10569
Drdshha Zhbiha Mobile Phones Trading,Drdshha Zhbiha Mobile Phones Trading,,,,25.269154,55.3726182,,,,Reseller,10570,10570
Al Hilal Electronics Trading LLC,Al Hilal Electronics Trading LLC,,,,25.27302167,55.31348667,,,,Reseller,10571,10571
Victory Trading Est,Victory Trading Est,,,,25.12634667,56.35472667,,,,Reseller,10760,10760
Allou Kalba Mobile Phones,Allou Kalba Mobile Phones,,,,25.02952833,56.349275,,,,Reseller,10761,10761
Noor Al Khoor Mobiles Phone Electronics,Noor Al Khoor Mobiles Phone Electronics,,,,25.34120667,56.35371667,,,,Reseller,10762,10762
Galaxy Mobiles,Galaxy Mobiles,,,,25.59867833,56.27208,,,,Reseller,10763,10763
Manzoor Mobile And Computer,Manzoor Mobile And Computer,,,,25.30340333,56.02655833,,,,Reseller,10764,10764
Thouban Phone,Thouban Phone,,,,25.35675833,55.387905,,,,Reseller,10765,10765
X Phone,X Phone,,,,25.1250072,56.3384462,,,,Reseller,10766,10766
Sana Mobile,Sana Mobile,,,,25.12549333,56.337075,,,,Reseller,10767,10767
Royal Jawal Mobile Phone L.L.C,Royal Jawal Mobile Phone L.L.C,,,,25.12346833,56.35516,,,,Reseller,10768,10768
Al Andaleeb Trading,Al Andaleeb Trading,,,,25.12345833,56.35425333,,,,Reseller,10769,10769
Mobile Gulf New,Mobile Gulf New,,,,25.12437833,56.35354333,,,,Reseller,10771,10771
Green Land Mobile Phone,Green Land Mobile Phone,,,,25.12478,56.35480833,,,,Reseller,10772,10772
Al Shayma Mobile Pho,Al Shayma Mobile Pho,,,,25.12561833,56.35479167,,,,Reseller,10773,10773
Al Arabi Mobiles Pho,Al Arabi Mobiles Pho,,,,25.130312,56.3528276,,,,Reseller,10774,10774
For You Mobile Phone,For You Mobile Phone,,,,25.52172833,56.358105,,,,Reseller,10775,10775
Sultana Mobile Phone,Sultana Mobile Phone,,,,25.52112833,56.35494667,,,,Reseller,10776,10776
Sea Side Mobile Phon,Sea Side Mobile Phon,,,,25.60213833,56.29970667,,,,Reseller,10777,10777
Smart Phone,Smart Phone,,,,25.60313667,56.27045833,,,,Reseller,10778,10778
Telecom Mobile,Telecom Mobile,,,,25.60237,56.272883,,,,Reseller,10779,10779
Raneen Mobiles,Raneen Mobiles,,,,25.60323833,56.27186167,,,,Reseller,10780,10780
989 Mobile Phone,989 Mobile Phone,,,,25.60330833,56.27187833,,,,Reseller,10782,10782
Classic Phone Mobile,Classic Phone Mobile,,,,25.6032,56.27199833,,,,Reseller,10783,10783
Cristal Mobile Phone,Cristal Mobile Phone,,,,25.60305,56.27180833,,,,Reseller,10784,10784
Al Rifa Mobile Phone,Al Rifa Mobile Phone,,,,25.6023548,56.2728676,,,,Reseller,10785,10785
Al Shujaa Mobile Pho,Al Shujaa Mobile Pho,,,,25.60334667,56.271335,,,,Reseller,10786,10786
Hala Mobile Phones,Hala Mobile Phones,,,,25.60295167,56.27117167,,,,Reseller,10787,10787
The First Choice Mob,The First Choice Mob,,,,25.60345,56.27084667,,,,Reseller,10788,10788
Golden World Mobile,Golden World Mobile,,,,25.60074167,56.26844833,,,,Reseller,10789,10789
Arab Tower Mobile Ph,Arab Tower Mobile Ph,,,,25.403665,55.5796,,,,Reseller,10790,10790
Three Star Mobile Ph,Three Star Mobile Ph,,,,25.60351667,56.27054667,,,,Reseller,10791,10791
Al Anaka Mobile Phon,Al Anaka Mobile Phon,,,,25.60316667,56.27170833,,,,Reseller,10793,10793
Al Bawasel Mobile Ph,Al Bawasel Mobile Ph,,,,25.60337833,56.27112167,,,,Reseller,10794,10794
Golden Mobile Phones,Golden Mobile Phones,,,,25.12096,56.3561,,,,Reseller,10795,10795
Saif Mobile Phones,Saif Mobile Phones,,,,25.125605,56.35483667,,,,Reseller,10796,10796
Al Barq Mobile,Al Barq Mobile,,,,25.34946167,56.34919667,,,,Reseller,10797,10797
Al Omran Electronics,Al Omran Electronics,,,,25.434045,56.35010833,,,,Reseller,10798,10798
Al Banafsaif,Al Banafsaif,,,,25.1247164,56.3509268,,,,Reseller,10799,10799
Golden Mobile And Computer,Golden Mobile And Computer,,,,25.27373,56.36215333,,,,Reseller,10800,10800
"Al Buraq Mobile Phone,","Al Buraq Mobile Phone,",,,,25.124775,56.35493333,,,,Reseller,10801,10801
Al Waad Computer Trading,Al Waad Computer Trading,,,,25.35067,56.34995167,,,,Reseller,10802,10802
Al Tafawouq Mobile Phone Trading,Al Tafawouq Mobile Phone Trading,,,,25.34081167,56.35411667,,,,Reseller,10804,10804
Fawagi Mobile,Fawagi Mobile,,,,25.27277333,56.36265667,,,,Reseller,10805,10805
Al Hilal Mobile Shop,Al Hilal Mobile Shop,,,,25.27357667,56.36186667,,,,Reseller,10806,10806
Al Dawar Mobile Phone Trading,Al Dawar Mobile Phone Trading,,,,25.35073667,56.35017,,,,Reseller,10807,10807
Hilal Electronics,Hilal Electronics,,,,25.5983718,56.2774145,,,,Reseller,10808,10808
Suhail Mr,Suhail Mr,,,,25.12595667,56.35385,,,,Reseller,10809,10809
Al Fawaris Mobile Phones Tr.,Al Fawaris Mobile Phones Tr.,,,,25.05532333,56.35452833,,,,Reseller,10810,10810
